median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
239900,3.4583,52,1353,274,852,306,34.16,-118.11
61300,2.1055,52,2408,498,1361,465,36.76,-119.79
211500,2.1944,52,888,168,360,175,37.8,-122.24
323700,7.6059,27,2051,301,917,287,34.37,-118.54
164800,1.9932,29,1706,415,990,394,38.47,-122.72
358200,4.8977,41,1835,311,683,308,34.28,-119.26
148000,3.5486,4,3725,783,1478,600,36.37,-119.65
412500,4.2015,52,2094,568,920,503,37.8,-122.4
353500,6,25,3112,435,1098,401,33.78,-118.05
287100,3.925,35,1249,232,556,247,37.35,-121.97
157700,4.1387,24,4880,1044,4516,1050,33.91,-118.06
335700,4.6528,32,2676,484,986,473,37.9,-122.05
250000,6.1359,16,60,10,65,19,37.97,-122.05
378100,4.9384,28,4430,928,2131,885,33.85,-118.38
381800,5.8411,34,3262,533,1265,502,34.47,-119.72
279900,5.1814,16,3470,601,1197,552,33.11,-117.18
206800,1.9946,31,1267,319,545,297,38.32,-122.27
96900,1.6724,33,811,185,446,198,37.79,-121.21
92200,2.1781,10,4201,850,2378,808,34.5,-117.2
253600,4.0536,26,1221,312,807,330,33.88,-118.3
166700,2.9453,26,2273,474,1124,420,38.39,-122.8
318300,3.6171,22,7828,2038,3303,1922,34.16,-118.45
133900,1.9667,44,691,155,613,142,34.04,-118.17
75000,2.1838,40,3693,771,2102,742,37.3,-120.47
194500,3.5625,34,938,242,769,226,37.36,-121.87
140200,6,26,2041,293,936,375,34.15,-117.24
81800,1.3286,17,2009,469,820,381,33.9,-116.81
93400,2.9187,15,2214,410,1152,350,33.67,-116.31
65800,1.9939,38,1892,394,1175,374,32.82,-115.38
474600,4.7475,28,5448,1089,2100,1023,37.88,-122.5
78800,1.7235,31,2209,636,1314,562,34.12,-117.27
46300,2.9306,37,1495,292,858,275,37.04,-120.35
304500,4.5962,19,1624,221,782,228,33.71,-117.96
130700,2.3944,48,2230,593,2419,598,34.02,-118.2
85000,1.0313,20,463,180,486,190,38.59,-121.49
121900,4.3029,16,1748,322,4930,287,38.42,-120.97
116400,2.5655,16,2022,413,1126,408,37.76,-120.87
124300,2.995,18,2404,498,1531,506,37.81,-121.21
213000,4.9833,32,1079,207,486,167,34.26,-118.28
157100,3.5104,29,5055,1036,410,191,34.3,-116.99
75000,1.0568,16,1247,315,433,159,34.52,-116.73
236200,4.6452,27,8103,1655,5023,1605,37.65,-122.47
160400,5.2849,16,2103,348,1305,356,34.02,-117.6
94200,2.7443,31,699,186,460,170,37.8,-121.21
50800,1.9962,28,1913,486,858,371,35.35,-117.84
154500,2.3175,26,6895,1877,8551,1808,33.97,-118.18
94600,3.3371,36,2707,550,1827,545,38.02,-121.89
123000,5.3241,14,2982,412,1408,423,36.83,-119.82
142700,4.6477,15,1933,280,965,260,38.04,-121.33
152700,4.4595,24,2387,385,1051,382,34.7,-120.47
460000,3.2794,48,1283,278,567,255,37.91,-122.55
253100,3.8259,52,1901,335,955,301,36.97,-122.04
434500,8.7589,32,1779,241,721,258,37.89,-122.16
88500,1.5427,49,2919,719,1956,679,37.3,-120.48
127200,6.8162,15,1713,246,766,232,36.72,-119.72
294500,6.019,42,1859,337,813,326,33.97,-118.38
419100,3.9485,52,4325,823,1927,795,34.1,-118.15
146800,3.1728,17,4032,814,1749,618,38.01,-121.79
182500,5.5867000000000004,35,931,181,516,174,33.86,-117.93
142900,4.5266,4,9761,1683,4970,1535,34.57,-118.09
300000,3.3906,52,2127,512,733,288,33.33,-118.32
228000,3.7352,32,4073,718,2053,629,38.68,-122.87
431800,8.9257,19,3154,390,1404,384,33.81,-117.81
184400,4.6863,4,3289,728,1345,632,33.56,-117.67
224000,3.1204,52,1722,448,1122,425,34.09,-118.16
277700,3.4375,26,4302,1125,3320,1100,37.69,-122.46
165000,3.9688,17,3150,588,1857,610,38.41,-122.75
351000,4.2404,52,1004,231,590,226,34.05,-118.38
500001,3.7679,39,3275,837,1137,725,37.81,-122.43
242000,4.5053,34,2675,560,1270,492,33.89,-118.32
225800,5.4836,18,2135,373,1464,405,33.7,-117.88
90900,3.4643,28,409,104,244,98,37.74,-121.13
394400,6.5881,34,2420,391,917,392,32.81,-117.24
463700,7.313,35,3905,565,1562,553,37.43,-122.11
340100,5.0102,25,5321,967,1969,903,33.78,-118.08
173200,1.9495,26,2574,807,3163,802,34.08,-118.21
242100,5.5181,25,3502,508,1713,508,34.18,-118.94
477300,5.9055,24,4879,756,1777,754,33.65,-117.88
68500,1.3023,17,2248,535,927,427,35.64,-118.47
122200,3.9506,11,2306,420,1308,418,38.72,-121.31
67700,2.6944,19,2736,549,1432,503,36.08,-119.03
463500,8.634,48,1550,253,641,276,37.9,-122.56
118800,1.742,24,1268,269,636,183,36.49,-118.96
193800,1.8576,37,773,314,835,312,34.09,-118.31
500001,9.337,52,204,34,1154,28,34.06,-118.45
188600,2.8631,30,1762,416,940,398,34.16,-118.12
201300,2.69,20,3375,630,1505,598,37.64,-120.82
134900,2.1806,45,963,234,1194,239,34.04,-118.19
500001,6.907,16,3103,482,1567,467,34.3,-118.96
196100,3.6133,7,3418,740,1583,676,37.95,-121.96
60700,1.6797,38,1838,388,1203,373,35.36,-119.01
295500,4.6776,8,6638,1054,2710,966,35.13,-120.59
168100,5.1187,36,1551,297,1100,322,33.91,-118.08
359600,8.4952,16,2956,393,1379,429,33.8,-118.02
96600,3.016,32,1617,346,1153,385,34,-117.42
350000,3.3679,52,2339,548,1090,507,37.77,-122.45
169400,4.4766,5,3107,477,1549,443,37.79,-121.22
310700,6.7741,9,6306,962,2581,911,37.96,-122.2
154300,4.2538,13,4379,872,2560,853,34.26,-118.4
139700,3.8203,11,2366,398,1046,387,38.02,-120.31
140300,3.5938,14,811,161,352,121,39.26,-121.18
230400,3.3056,46,1840,379,866,360,34.18,-118.35
146500,2.8261,24,893,209,342,197,33.75,-117.82
322300,6.7061,23,3741,501,1339,499,37.94,-122.01
115100,4.002,5,6739,1251,4614,1266,34.63,-117.84
241200,6.4685,22,3522,543,1706,524,33.83,-117.88
500001,9.6047,20,7384,845,2795,872,34.27,-118.57
148800,3.7143,49,1141,239,505,184,38.53,-122.94
162500,3.4306,35,1326,272,933,267,33.99,-118.1
223700,3.7321,36,665,114,273,112,33.82,-118.13
176800,2.8155,27,2316,559,2012,544,33.99,-118.12
141900,2.883,28,2368,430,1231,403,37.84,-120.97
149600,4.8295,44,2490,430,1305,411,33.95,-118.31
146000,3.5562,32,1819,386,1679,360,33.89,-118.07
131100,3.7917,27,1702,381,2091,352,34.01,-117.9
179300,3.556,52,1650,395,841,380,37.88,-122.29
164200,2.4545,36,886,253,809,219,33.77,-118.26
127900,2.7708,43,977,266,1084,259,34.05,-118.19
186700,4.9609,29,889,166,597,163,33.91,-118.11
341700,2.943,52,2747,736,1309,653,37.78,-122.44
112500,1.9483,16,2627,613,1054,623,36.82,-119.72
226400,4.4279,32,2065,438,1075,442,33.93,-118.14
163800,3.1741,52,1193,228,703,221,34.17,-118.16
92700,2.7857,21,3146,595,1580,513,36.35,-119.09
500001,3.9904,47,2979,626,1076,571,34.07,-118.41
206300,1.1125,28,1609,340,1064,290,37.72,-122.39
92800,2.1667,10,1262,258,510,209,39.82,-120.38
145000,1.7813,34,760,219,968,202,34.02,-118.17
81900,2.8812,23,2679,546,1424,529,39.93,-120.9
176300,3.1441,33,3326,720,2533,689,33.9,-118.09
93400,2.6823,28,1677,327,770,309,39.78,-121.63
267400,5.6051,15,4690,1002,1879,974,33.76,-118.1
150000,2.3684,17,1621,350,706,338,38.57,-121.33
274500,6.3528,7,7104,970,2772,920,38.69,-121.18
340400,6.187,31,3866,531,1368,521,37.72,-122.08
222800,4.8917,45,1734,331,797,293,33.83,-118.12
174100,4.2098,35,1458,262,723,257,32.79,-117.13
155700,2.2976,32,1254,399,1281,386,33.93,-118.34
164600,1.7062,28,271,61,246,62,34.3,-118.43
83600,1.6458,43,968,249,664,240,37.88,-121.27
233600,4.3438,36,1026,182,505,176,33.8,-118.13
302000,7.5619,15,5394,748,2383,706,33.65,-117.69
154200,1.5885,30,1771,788,2188,764,34.06,-118.27
137500,2.3266,43,3807,952,1484,850,38.58,-121.47
142100,3.5313,34,1511,272,773,265,33.87,-117.58
86100,0.9011,50,760,190,377,122,37.81,-122.29
381900,6.7027,8,3743,581,1633,567,37.76,-121.97
246200,4.0547,52,1580,337,1425,330,37.71,-122.46
215400,4.675,34,1396,245,661,261,33.88,-117.9
500001,15,19,755,93,267,99,37.25,-121.98
85900,1.6943,31,4163,1242,3928,1076,33.98,-117.35
102100,2.4464,36,2914,562,1236,509,37.81,-122.28
90000,2.975,34,1422,237,716,222,36.64,-119.89
100000,2.0556,52,1748,362,1029,366,37.77,-122.18
213400,4.6458,24,3983,675,1568,638,33.82,-118.06
50000,1.625,20,350,95,119,58,34.55,-114.94
145600,4.665,11,2520,401,397,165,39.35,-120.27
50800,1.8641,39,2233,563,2031,491,36.75,-119.76
303700,5.6704,35,1742,283,812,282,33.91,-118.37
343100,5.9158,27,1716,290,817,301,37.34,-122
181900,3.7258,32,1993,388,1385,380,34.05,-117.96
254200,6.01,43,1061,208,514,208,34.23,-118.24
81800,3.025,17,1906,334,1550,338,34.04,-117.4
190600,3.3289,39,2288,529,1449,410,36.38,-121.4
342200,4.0353,47,2496,494,1201,454,37.78,-122.51
165300,2.1449,27,4834,1527,3847,1432,34.18,-118.38
162600,2.6506,33,3687,852,3091,852,37.47,-122.16
158800,3.3125,19,5151,1335,2548,1165,37.97,-122.33
340500,2.9405,39,4292,1097,1758,987,37.54,-122.3
50000,2.025,33,278,91,375,81,33.75,-116.25
381800,10.8634,20,856,124,395,145,34.03,-117.19
357400,3.6719,46,1332,329,746,310,34.43,-119.72
245300,3.6815,17,2178,477,1077,457,33.82,-118.03
275000,4.0556,20,4582,1124,2325,1040,37.65,-122.53
243800,1.8295,52,1866,748,2957,710,37.8,-122.41
193500,4.53,35,2375,439,1343,424,33.86,-117.95
277800,6.6813,13,2978,505,1794,485,37.33,-121.79
59000,2.7958,32,2081,472,1342,411,37.95,-121.23
92400,2.6094,19,5395,1220,981,366,34.26,-116.85
359200,7.1882,27,2578,314,976,340,33.77,-117.82
134800,4.2875,17,2801,649,1473,535,33.72,-117.99
255000,1.2059,18,1781,765,1913,702,33.98,-118.22
287500,5.3081,12,4011,1438,1673,1088,34.06,-118.25
80900,1.9375,14,1276,270,867,261,32.82,-115.37
500001,8.1548,52,1495,230,459,190,32.75,-117.19
195800,3.8643,46,3745,798,1502,808,34.02,-118.36
125000,2.4,52,582,131,241,106,38.25,-122.04
87500,3.6597,10,1088,203,533,201,32.81,-115.58
157700,3.9871,26,1699,272,799,266,34.87,-120.43
500001,8.3924,37,2511,354,945,348,37.37,-122.1
139600,2.9474,37,2454,511,1165,504,34.07,-117.66
212500,4.1379,22,1892,442,1015,404,33.8,-118.06
98300,4.175,47,2373,461,990,444,37.98,-121.3
425000,3.4612,29,917,181,379,183,34.15,-118.39
206000,3.9583,35,689,128,379,128,34.08,-117.93
103400,3.3926,32,9534,1819,4951,1710,38.6,-121.3
234300,5.0679,30,1937,295,695,313,34.27,-119.22
119600,3.1369,14,3731,772,1679,750,38,-121.33
174800,4.9464,14,1259,238,889,247,32.91,-117.15
262500,2.794,15,4210,899,1933,867,35.25,-120.69
148900,3.4531,44,1254,252,498,217,37.98,-122.03
174500,3.8038,22,5416,1271,2260,1184,33.72,-118.05
431600,7.4729,28,3250,485,1328,473,37.35,-122.04
490000,2.6803,52,2088,487,1082,488,37.76,-122.42
114600,3,39,1419,262,661,278,39.14,-123.21
314900,5.2661,37,1776,301,702,265,34.26,-118.34
164400,2.8427,27,1871,556,2542,581,33.98,-118.17
109400,2.4922,31,1273,262,686,254,33.93,-117.43
270500,4.2434,27,1685,341,757,317,34.12,-118.08
209800,5.6674,11,1227,202,645,198,33.02,-116.84
97200,3.2262,25,3301,678,994,306,37.21,-120.89
500001,9.7194,9,4909,577,1981,591,37.49,-121.89
500001,11.9993,31,4803,575,1490,577,33.8,-118.45
159200,1.9881,37,1822,498,1961,506,34.09,-118.21
469400,9.5862,27,6039,780,2181,761,37.85,-122.04
475800,10.9506,20,1309,184,514,172,37.64,-121.88
176600,4.5655,35,2739,475,1481,483,34.1,-117.9
339200,6.8145,9,2214,256,848,239,37.95,-122
376800,4.5625,36,3908,732,1688,725,34.16,-118.05
85400,3.35,23,1658,307,836,297,39.7,-122.18
287500,3.238,40,2352,598,1133,563,34.05,-118.38
347700,4.8083,5,3471,530,1541,502,33.52,-117.05
420100,4.7083,33,2731,535,1280,510,34.01,-118.42
109000,5.5773,5,3151,482,1335,428,35.63,-117.69
500001,8.3605,33,2170,311,854,303,37.28,-122
226200,5.296,35,1790,269,924,263,33.84,-118.1
139800,4.125,18,1932,350,1071,346,34.97,-120.42
106400,3.1028,17,1834,390,1253,357,34.08,-117.48
111400,3.0253,29,7744,1375,3316,1365,39.75,-121.82
173800,2.7308,31,3281,768,2385,733,34,-118.12
179200,6.1185,26,1937,286,769,274,38.66,-121.19
118100,1.9621,27,1962,544,1492,481,33.85,-117.93
287200,5.7368,35,2370,379,996,380,33.79,-118.1
150400,2.5547,36,2225,601,2755,610,33.94,-118.35
127600,3.7619,47,1894,408,1629,379,34.04,-118.2
151900,3.4514,38,921,239,1023,241,34.25,-118.43
196400,4.5588,17,1804,304,750,298,38.43,-122.67
201700,2.7436,27,6010,1532,3620,1445,34.1,-118.09
60900,1.8975,36,2294,489,1430,454,36.6,-119.45
336200,4.4271,44,1362,237,709,247,33.88,-118.36
184500,2.5125,5,3088,711,1415,641,33.98,-117.89
134400,3.369,25,3421,803,1681,742,32.8,-116.96
187500,3.9712,16,3769,839,1986,815,37.95,-122.47
393800,4.163,49,1340,281,660,284,37.54,-122.31
181300,3.7973,4,5351,1210,2988,1101,34.12,-117.56
101800,1.8047,41,656,162,730,170,33.99,-118.27
129200,2.7813,41,1158,396,1209,336,33.77,-118.2
69800,3.3472,19,1265,228,755,218,38.65,-121.95
83900,2.9167,26,1414,265,779,249,36.34,-119.87
139300,3.8615,26,1563,286,1145,313,32.61,-117.05
120800,2.1915,22,2099,569,1135,509,37.95,-122.33
100400,3.0181,10,4676,884,2845,812,34.51,-117.28
166100,3.7833,47,1588,309,827,292,33.99,-118.06
188400,3.2307,25,4870,1371,3518,1296,34.09,-118.12
70700,1.9238,39,2614,634,1862,654,38.13,-121.27
400000,6.3331,37,2224,331,821,341,32.73,-117.25
62500,2.3625,40,690,129,305,110,39.67,-120.24
126900,2.8182,12,2497,491,1153,462,40.92,-124.09
165900,1.9189,28,1778,605,2184,574,34.06,-118.06
174400,4.2443,34,2271,437,1393,433,33.92,-117.93
481300,7.6526,29,2448,354,894,349,33.84,-118.15
108500,2.5893,36,1141,234,562,213,38,-121.79
133400,4.2647,26,3364,570,1806,566,38,-121.85
279400,5.2953,18,3932,724,1896,680,34.29,-119.17
131300,4.1739,16,3158,515,1596,528,38.03,-121.35
94500,2.75,22,3480,673,1541,636,37.17,-118.3
191700,4.5272,17,2193,386,1148,372,38.36,-121.29
170800,2.9293,22,6876,1960,5162,1879,33.89,-118.12
170600,3.1106,18,5862,1322,3161,1280,34.19,-118.55
218300,3.285,10,2980,585,1593,562,34.93,-120.43
143600,3.95,21,1276,208,501,205,38.66,-121.32
351600,6.9584,16,1767,268,1061,280,37.4,-121.87
254400,4.1429,12,1428,303,528,269,32.87,-117.21
318500,6.58,25,4977,645,2061,646,33.78,-117.82
153100,1.6785,12,14631,3298,7517,3262,39.74,-121.88
105500,2.1638,39,1469,431,1464,389,37.79,-122.24
92600,3.8125,14,3167,551,1787,533,38.65,-121.46
441100,5.4851,31,7001,1282,2755,1267,37.91,-122.5
138500,3.3125,4,3283,911,1512,782,33.57,-117.7
368500,6.5206,14,3894,672,1490,629,33.47,-117.71
55200,1.8843,16,2874,677,3078,651,35.68,-119.22
160600,3.7917,36,2081,412,1931,373,37.47,-122.14
185100,5.516,26,4499,645,1866,626,32.81,-117.01
127100,1.3187,23,1703,397,1333,361,34.02,-118.31
110400,1.125,31,2668,812,1398,721,37.96,-121.3
292400,6.7172,3,9662,1385,2497,856,33.98,-117.76
136400,3.2734,32,2035,519,2282,480,33.92,-118.18
90300,2,44,795,181,716,167,33.94,-118.26
305800,2.6042,37,2586,765,1801,737,34,-118.47
97900,1.9741,26,1633,380,890,370,41.04,-124.1
500001,13.8556,52,2416,291,810,270,34.05,-118.49
358800,6.5964,14,3223,484,1230,488,33.43,-117.59
128400,3.7969,33,1552,288,1326,303,34.07,-117.7
500001,7.7572,52,1711,245,671,242,34.03,-118.5
500001,6.7115,52,1693,290,727,305,34.05,-118.43
153300,4.069,28,1485,275,820,283,32.69,-117.07
158100,3.5347,36,1111,275,1333,266,34.27,-118.44
106700,2.598,21,3098,646,1351,614,34.02,-117.05
250000,3.2411,52,2837,602,1164,551,34.06,-118.35
333500,4.5982,44,2010,394,961,365,34.01,-118.41
335000,4.9643,37,334,54,98,47,37.85,-122.24
273900,7.105,13,3334,565,2240,561,37.39,-121.88
336300,3.7813,39,1657,402,931,363,34.03,-118.45
327300,6.1419,26,3727,572,1724,530,34.23,-118.61
340000,4.8036,4,2292,605,1050,584,37.39,-122.08
186000,4.525,30,3380,722,2269,652,33.75,-118.01
395500,3.6007,32,3295,764,1344,600,34.26,-119.29
126900,4.0938,37,3223,564,1325,539,38.13,-122.24
198100,5.5797,35,2472,398,1171,390,37.67,-122.15
167900,4,35,1037,207,552,210,37.71,-122.12
82600,3.0139,18,3312,705,1251,512,34.14,-116.15
192200,3.7813,36,1118,219,625,228,37.69,-122.16
246600,4.1098,21,2198,462,1100,449,38,-122.6
93000,1.6094,43,515,146,445,140,32.67,-117.11
318800,4.5625,42,564,96,220,81,34.17,-118.85
86900,3.6923,28,2213,390,1096,378,40.54,-122.37
225000,2.5795,42,118,34,54,30,38.03,-122.14
253100,5.5422,32,2736,550,1279,534,33.66,-117.89
488500,6.015,41,1889,301,802,278,33.81,-118.38
352100,7.2574,52,1467,190,496,177,37.85,-122.24
205100,4.4271,35,1843,329,1041,317,34.22,-118.56
336200,3.7635,14,3414,802,1236,632,35.19,-120.81
66900,2.0074,20,3810,787,1993,721,41.75,-124.21
289500,2.9405,52,3774,744,1461,679,37.86,-122.26
274200,5.0176,19,2364,373,1264,390,37.77,-121.48
87500,3.0625,17,2359,501,884,504,37.69,-122.45
367100,3.197,7,3686,733,1612,672,33.06,-117.27
179300,4.1974,44,2147,399,1175,401,37.68,-122.13
240400,5.7385,28,2714,502,1389,490,37.25,-121.9
71300,3.125,10,443,111,48,21,36.19,-118.37
290600,3.7381,29,3287,882,1523,823,34.03,-118.47
218100,4.8542,29,1454,236,724,262,33.79,-117.83
141700,1.4301,47,2438,804,1148,747,38.57,-121.48
257500,3.1932,25,2469,584,1253,535,33.72,-118.29
328000,7.2861,24,962,146,492,155,37.37,-121.81
500001,8.8612,24,4338,558,1514,549,34.25,-118.51
154000,1.7778,38,1889,565,2087,559,33.95,-118.21
270100,4.072,52,2024,339,756,340,37.81,-122.22
500001,12.0372,27,3385,427,1248,409,37.39,-122.13
422800,7.8532,8,2534,380,1527,364,37.44,-121.89
176800,2.5964,29,1179,313,1255,308,34.07,-118.1
150500,4.5938,18,2603,478,1158,423,36.33,-119.32
90600,2.4308,18,6988,1635,2044,726,34.26,-116.85
311500,6.5138,16,13556,1704,5669,1668,34.15,-117.62
166700,2.9915,20,3968,931,2629,903,37.97,-122.03
241300,5.6356,33,1636,275,866,289,34.22,-118.62
195800,1.9203,52,1863,559,906,493,32.73,-117.16
98300,1.9821,43,1587,320,907,306,37.75,-122.17
79800,2.0644,24,2386,565,1058,414,41.03,-123.76
113700,5.0864,4,2145,334,1024,308,36.83,-119.67
400000,10.3203,43,228,40,83,42,37.72,-121.85
185700,3.7585,18,3753,752,1454,668,38.58,-122.59
111400,3.6875,36,1571,284,1001,268,32.69,-117.08
500001,13.947,29,9013,1117,2919,1061,34.11,-118.51
183700,2.5833,25,4393,1369,3781,1267,34.23,-118.45
219200,2.3674,18,2594,539,817,485,33.68,-117.96
167400,4,13,2692,470,1302,420,38.71,-120.87
136400,3.4871,30,3199,591,2192,563,34.09,-117.74
351900,5.249,52,1665,280,656,282,33.73,-118.31
174300,4.8051,21,4059,730,1874,693,39,-121.04
500001,14.4113,28,3153,409,569,271,36.57,-121.94
125000,1.6888,44,1582,544,1998,515,34.04,-118.2
123500,2.2619,13,3192,715,1768,626,38.13,-121.47
500001,6.3997,50,3265,509,1256,443,34.44,-119.72
240900,4.7422,32,1437,257,752,245,38.39,-122.82
119200,2.5224,39,3260,821,3130,793,36.67,-121.61
192400,3.4402,28,3144,694,1095,482,38.03,-121.65
86300,4.381,34,2084,339,868,347,36.15,-120.37
282700,5.322,17,5544,1068,3008,1038,33.81,-118.3
126700,2.2961,10,629,140,635,146,38.03,-121.33
225000,5.679,20,1005,168,457,157,38.56,-122.05
212300,4.0729,38,3374,671,1906,640,34.13,-118.01
216000,3.6534,46,2082,438,1047,393,34.18,-118.52
291700,4.7695,23,5679,1270,2690,1151,37.77,-122.27
500001,10.7355,37,1446,181,549,190,37.37,-122.12
330900,6.6104,15,5645,830,2324,769,38.5,-122.71
270200,4.3859,45,1620,344,941,328,37.75,-122.5
99400,3.233,33,4924,1007,3502,953,34.08,-117.34
141700,2.1898,28,2215,587,830,573,37.73,-122.15
319100,4.9102,32,4491,815,1696,749,34.15,-118.61
169600,4.2614,16,2173,399,1460,393,32.92,-117.13
92300,1.7,17,2254,485,1007,433,39.43,-121.22
500001,7.8705,52,1506,208,547,186,34.03,-118.5
126700,2.7989,27,3044,565,1583,514,38.52,-121.98
467700,6.8773,18,3167,478,1414,482,37.11,-121.75
373600,7.3693,25,3823,584,1689,571,37.33,-122.02
151800,4.0521,35,1375,249,1015,239,34.03,-117.94
182300,3.1613,36,2218,561,1789,527,33.79,-118.27
261100,5.9094,5,15502,2613,7417,2358,33,-117.1
180900,2.5432,29,2666,848,2030,781,33.89,-118.12
187500,2.9853,28,454,147,366,140,37.33,-121.91
240000,5.1237,52,2157,362,1001,373,33.88,-117.93
193900,3.6648,34,1921,422,1230,447,34.06,-117.94
168400,4.5724,6,8733,1600,2006,736,34.83,-119.15
500001,5.2391,22,3294,744,1337,655,37.43,-122.2
173100,3.6667,40,1743,328,981,291,33.96,-118.1
183200,2.8333,15,2485,742,1994,670,34.23,-118.36
70200,1.462,27,2896,684,1514,668,34.12,-117.27
392100,7.5412,16,4431,603,1659,630,38.14,-122.54
275600,4.5,36,1344,258,782,265,37.69,-122.49
230000,4.2891,52,1892,415,1442,371,37.75,-122.41
162500,5.0718,15,3831,625,984,328,38.91,-119.92
117100,2.7072,37,3169,719,777,344,38.49,-122.94
223100,2.6321,21,4124,1054,2162,998,37.7,-122.13
216900,3.6832,20,4126,1031,2079,975,37.58,-121.98
189300,2.6806,42,1481,411,1206,394,34.03,-118.15
277700,5.3951,37,2607,534,1346,507,37.32,-122.27
193800,3.3008,28,1395,398,1220,362,33.86,-117.89
344200,5.2088,52,2857,469,1431,496,37.73,-122.46
98300,3.0495,16,4683,929,3073,865,32.59,-117.05
209700,4.3438,22,2996,695,2169,607,37.27,-121.81
70000,2.9306,23,608,143,281,108,39.74,-123.15
191300,4.625,38,1301,264,877,275,33.96,-118.12
247800,5.5956,4,5846,894,2282,801,33.16,-117.31
96900,2.3125,15,5907,1257,2310,1001,35.63,-118.41
67300,2.5434,36,3616,779,1994,786,36.78,-119.77
158100,4.7955,33,1458,268,1115,257,34.04,-117.96
150000,1.875,40,1081,282,970,263,34.09,-118.22
224100,5.0359,51,4280,632,1486,621,38.55,-121.49
500001,7.2623,52,3486,847,1248,813,37.79,-122.43
276800,2.2222,17,1328,377,762,344,33.65,-117.91
295200,4.4485,21,3707,751,1420,608,36.97,-121.9
137500,2.125,40,929,257,576,229,38.14,-121.27
311500,6.5214,16,4070,624,1543,577,37.67,-121.88
205500,4.0268,36,2639,533,1209,519,37.7,-122.18
61300,2.4688,21,1548,308,1137,306,36.15,-119.74
261900,5.0224,52,866,205,587,171,37.73,-122.44
60500,1.4619,32,2703,683,2682,675,35.6,-119.33
258500,6.5226,21,1386,260,946,257,37.4,-121.86
154000,3.6,36,2854,688,2816,673,33.97,-118.05
353700,5.3922,26,2806,375,1617,396,37.64,-122.46
173300,3.875,15,6409,1363,3359,1267,34.1,-117.87
204200,2.6181,9,2818,821,851,555,32.75,-117.15
87100,1.4871,27,1654,478,1141,420,38.03,-121.94
241700,3.0293,28,3379,918,1849,849,32.8,-117.23
63600,2.5893,21,1344,249,868,221,36.1,-119.06
174200,5.5676,16,3787,515,1606,507,37.99,-121.88
301900,6.6678,16,1800,238,871,234,33.88,-117.78
218800,3.1149,45,2151,643,1047,579,33.77,-118.17
84400,2.6149,19,3404,731,1421,683,40.2,-122.21
299200,7.2478,25,3205,409,1291,408,33.9,-117.86
429000,5.5351,4,6112,890,2088,712,33.55,-117.27
101000,3.5189,17,3057,577,1497,556,40.55,-122.06
336700,5.0562,52,2299,441,1252,415,37.77,-122.5
282300,2.9511,17,3404,1011,1694,949,34.14,-118.14
194800,4.2802,14,1651,279,633,261,39.04,-121.06
239600,6.844,10,2499,331,1040,333,38.67,-121.08
445400,8.203,21,4018,536,1508,529,34.26,-118.55
254000,3.6885,49,3427,696,2363,661,37.72,-122.43
308600,3.6712,30,4198,1244,2678,1147,37.46,-122.15
80200,1.4632,38,1445,392,1286,357,32.7,-117.13
175000,2.375,36,21,7,21,9,34.03,-118.06
164200,2.2817,25,3297,1066,5027,1041,33.96,-118.17
209700,4.9271,21,2837,515,2031,555,33.99,-117.87
367400,4.5938,39,1688,256,635,272,32.73,-117.25
279700,4.806,20,4489,800,2867,765,34.41,-119.52
341800,4.3214,35,871,145,354,154,34.41,-119.72
500001,13.367,37,2848,328,852,327,37.47,-122.18
66600,1.8438,32,1691,353,1457,329,34.14,-117.32
135200,3.0081,5,2904,702,1302,618,34.66,-120.46
158800,2.5363,44,2526,579,1423,573,33.97,-118.33
308100,6.4963,6,16222,2309,6700,2080,34.24,-118.77
188000,4.1295,29,1829,366,1703,343,33.76,-117.95
360000,3.6976,25,2768,850,1558,784,34.04,-118.46
75600,2.4474,19,2439,462,1416,469,36.45,-119.86
195600,2.1888,30,2331,733,2172,707,34.21,-118.45
145800,2.0133,35,1504,477,2059,498,34.07,-118.22
92000,2.3267,12,3652,923,1677,728,33.14,-117.19
135400,4.4886,21,2974,495,1313,461,37.5,-120.82
256000,3.0047,9,2966,770,1430,740,37.37,-122.03
128100,2.1542,31,700,299,1272,298,34.04,-118.29
179500,4.2361,31,1340,235,1336,270,37.28,-121.82
277000,4.9375,35,2644,456,1465,430,37.69,-122.49
135200,2.5329,31,2697,690,2220,665,36.67,-121.62
134400,0.7007,30,2548,717,2086,700,33.85,-118.18
145700,4.0109,23,2062,376,1302,379,33.21,-117.34
391000,5.6683,23,7283,1342,3399,1298,37.56,-122.26
45000,0.8585,15,1448,378,949,300,32.76,-114.63
363500,5.3705,5,3549,604,1571,534,33.45,-117.63
290300,6.925,18,3548,474,1506,449,33.78,-117.8
87500,1.5057,52,1238,288,622,259,37.82,-122.28
208000,5.0739,16,4458,856,3038,870,37.54,-122.03
142400,3.0806,8,2027,480,1781,447,34.08,-117.97
141500,3.8203,17,1932,347,874,312,34.86,-120.43
105800,0.9687,27,844,249,583,265,37.94,-122.36
227800,5.2542,24,2541,381,1078,372,32.89,-116.94
337300,6.4285,29,5650,817,2098,813,37.28,-121.91
62000,2.125,45,845,155,343,136,39.14,-121.91
156300,2.3526,48,1184,328,953,311,34.04,-118.32
